,account_value,reward,actions,n_shares
0,1087028.5913900007,9401.80746000004,"[   0  -28  100  -45  100   81    0 -100    0    0  100    0  100  -80
  100  100 -100  -86  -40    0    0    1  -43  -27  100  100   21  -34
    0 -100]","[   0 5491    0  247   57   85    0 2110  145    1 3762    0  939  990
   28    0  656   86  100  100    0    0 6531  100  526   88 1545  135
    0 1886]"
1,1096430.3988500007,7876.550539999967,"[   1  -35    0    0   85    0    0    0    1   -1    0    0  100 -100
  100  -98  -89    0    0  100    0   -1  100  100    0  100 -100    0
    0  -56]","[   0 5463  100  202  157  166    0 2010  145    1 3862    0 1039  910
  128  100  556    0   60  100    0    1 6488   73  626  188 1566  101
    0 1786]"
2,1104306.9493900007,-4620.812899999786,"[ 100  100  -67   34   20  100   29 -100   93   80  100    7   54   74
   -7    4 -100    0   13  100  100  100   26  -86 -100  100 -100  -74
   52   15]","[   1 5428  100  202  242  166    0 2010  146    0 3862    0 1139  810
  228    2  467    0   60  200    0    0 6588  173  626  288 1466  101
    0 1730]"
3,1099686.1364900009,8000.603149999864,"[ 100  100  -33  -52   28  100  100   -5   74  100  100   -7  100 -100
   -3   -6 -100    0  -73  100  -90   23 -100  -61 -100  100 -100   19
  -44 -100]","[ 101 5528   33  236  262  266   29 1910  239   80 3962    7 1193  884
  221    6  367    0   73  300  100  100 6614   87  526  388 1366   27
   52 1745]"
4,1107686.7396400007,-9601.016730000032,"[ 100   43    0  -64  100   38  100   33   99  100   10    0  -23 -100
  -47    0 -100    0    0  -37  -10   -1   -9  -26   26  100   75  -46
  100 -100]","[ 201 5628    0  184  290  366  129 1905  313  180 4062    0 1293  784
  218    0  267    0    0  400   10  123 6514   26  426  488 1266   46
    8 1645]"
5,1098085.7229100007,-13273.137390000047,"[  90   51    0  100  100 -100   65  -56   76  -70  -17    0   55 -100
  100    0 -100   41   54  100    0  -26 -100    0  100  100   -8    0
  100 -100]","[ 301 5671    0  120  390  404  229 1938  412  280 4072    0 1270  684
  171    0  167    0    0  363    0  122 6505    0  452  588 1341    0
  108 1545]"
6,1084812.5855200007,-11757.689270000206,"[  21  100   81   24   45  -20  100 -100  -89  100   80    0   69  -63
  -41    0  -67   34  -12  100    0  100 -100    0 -100  100  -29    0
  100  -24]","[ 391 5722    0  220  490  304  294 1882  488  210 4055    0 1325  584
  271    0   67   41   54  463    0   96 6405    0  552  688 1333    0
  208 1445]"
7,1073054.8962500005,-17650.703089999733,"[ -32  -68   13  100  100   86   91  -78   49   18  -41    0   39 -100
 -100    0    0  100  -31  100    0  100 -100   28  100  100  -72   67
 -100 -100]","[ 412 5822   81  244  535  284  394 1782  399  310 4135    0 1394  521
  230    0    0   75   42  563    0  196 6305    0  452  788 1304    0
  308 1421]"
8,1055404.1931600007,13062.041190000018,"[ 100  100  -22  100   62  -81   37   52   92  100  -23    0   59 -100
   89   23    0   89  -11  -25    0   69  -86  -28  -19   16  -18  -67
 -100 -100]","[ 380 5754   94  344  635  370  485 1704  448  328 4094    0 1433  421
  130    0    0  175   11  663    0  296 6205   28  552  888 1232   67
  208 1321]"
9,1068466.2343500007,-16037.438730000053,"[ 100   54  -11   13   68   91  -74 -100  -83   62  100    0   63 -100
 -100  -23    0   69  100   99    0  -37   39    0  -67  100 -100    0
  100 -100]","[ 480 5854   72  444  697  289  522 1756  540  428 4071    0 1492  321
  219   23    0  264    0  638    0  365 6119    0  533  904 1214    0
  108 1221]"
10,1052428.7956200007,11984.900889999932,"[ -19  100   57  100  -24  -41  -18  100  100  100  100    0  100  -34
 -100   57    0    0  -45   87    0  100  -48    0  100  100 -100   72
  -51 -100]","[ 580 5908   61  457  765  380  448 1656  457  490 4171    0 1555  221
  119    0    0  333  100  737    0  328 6158    0  466 1004 1114    0
  208 1121]"
11,1064413.6965100006,-3369.6646199999377,"[ 100  100   -8 -100  100   23   72  -60   21  -42  100    0   91 -100
  -19  -57    0 -100  -55   10    0  100 -100    0  100  100 -100  100
    0 -100]","[ 561 6008  118  557  741  339  430 1756  557  590 4271    0 1655  187
   19   57    0  333   55  824    0  428 6110    0  566 1104 1014   72
  157 1021]"
12,1061044.0318900007,-38554.630729999975,"[  -2  100  100 -100  100  -83  100  100  100  100    0    0    0  -87
    0    0    0    1    0  -29    0    1   91    0  100   98  -27    0
   -3 -100]","[ 661 6108  110  457  841  362  502 1696  578  548 4371    0 1746   87
    0    0    0  233    0  834    0  528 6010    0  666 1204  914  172
  157  921]"
13,1022489.4011600007,8023.376079999958,"[   0   60    0  100  100 -100    0    0    0  100    0    0   -1    0
    0    0    0    0  100    0    0 -100    0    0   -7 -100   -6    0
    0 -100]","[ 659 6208  210  357  941  279  602 1796  678  648 4371    0 1746    0
    0    0    0  234    0  805    0  529 6101    0  766 1302  887  172
  154  821]"
14,1030512.7772400007,-7785.272969999816,"[   0    0    0    0    0    0    0  -47    0    0    0    0    0    0
    0    0    0  -36  -73 -100    0    0  -38    0    0  100   95    0
  -58 -100]","[ 659 6268  210  457 1041  179  602 1796  678  748 4371    0 1745    0
    0    0    0  234  100  805    0  429 6101    0  759 1202  881  172
  154  721]"
15,1022727.5042700008,-2357.0649400000693,"[   0  100    0  -19  100  100   52 -100  100  100    0    0    0    0
    0    0    0 -100  -27 -100    0   -2    0    0  -49  100  -56    0
  100 -100]","[ 659 6268  210  457 1041  179  602 1749  678  748 4371    0 1745    0
    0    0    0  198   27  705    0  429 6063    0  759 1302  976  172
   96  621]"
16,1020370.4393300008,20393.065229999833,"[ -70    0    0  100  100  -26    0  -79  -58  100  -89    0  -11    0
    0    0    0  -81    0  100    0    0 -100    0   22  100  -14   87
    0 -100]","[ 659 6368  210  438 1141  279  654 1649  778  848 4371    0 1745    0
    0    0    0   98    0  605    0  427 6063    0  710 1402  920  172
  196  521]"
17,1040763.5045600006,27577.730470000184,"[  -2    0    0 -100   62    0  100    0   -2    0  -20    0  100    0
    0  100    0    0    0    0    0   -8 -100    0   -3    0  -24    0
    0 -100]","[ 589 6368  210  538 1241  253  654 1570  720  948 4282    0 1734    0
    0    0    0   17    0  705    0  427 5963    0  732 1502  906  259
  196  421]"
