,account_value,reward,actions,n_shares
0,1158109.9251500047,-5237.754190000007,"[ 91   0 -18   0   0   0  63  -3   2 -59  -6  95 -28   0   0 -64   0   1
   0   0   0 -67   0   0   0 -90   0  -7   0 -58]","[1646 1376  302 2177  430   68 2364  483  750  439 2948  196  772  998
  925  175   86 1239  277  124  359  213 1420  209  760 1712  493  880
  830  437]"
1,1152872.1709600047,5462.212530000135,"[ 88  52  80  81  87 -22 -24  31 -64 -61  13  29 -77 -23 -82 -77 -76 -58
 -99  -4 -14  60  -2  47  41 -71 -43  36  52  61]","[1737 1376  284 2177  430   68 2427  480  752  380 2942  291  744  998
  925  111   86 1240  277  124  359  146 1420  209  760 1622  493  873
  830  379]"
2,1158334.3834900048,-7120.8531599999405,"[ 43  60 -66 -36 -81  55  -9 -76  61  65  59 -21  54  15 -47  55  93 -17
  86  15 -76 -73 -37 -72 -24 -13 -32 -57  79 -85]","[1825 1428  364 2258  517   46 2403  511  688  319 2955  320  667  975
  843   34   10 1182  178  120  345  206 1418  256  801 1551  450  909
  882  440]"
3,1151213.5303300049,-6193.880060000112,"[-92 -67 -10 -60 -77 -15 -72 -88  79 -70  -7 -19  49  85  23 -73  90  62
  86  74 -51  -7 -52  61 -48  37  35  92 -74  17]","[1868 1488  298 2222  436  101 2394  435  749  384 3014  299  721  990
  796   89  103 1165  264  135  269  133 1381  184  777 1538  418  852
  961  355]"
4,1145019.6502700048,-8024.4434799999,"[-22  47 -91 -51 -78   3  76  61 -35   0   3 -10 -29 -25 -85   1 -29  53
 -90  92  76 -87 -94 -86  -4 -95 -22 -18 -54  58]","[1776 1421  288 2162  359   86 2322  347  828  314 3007  280  770 1075
  819   16  193 1227  350  209  218  126 1329  245  729 1575  453  944
  887  372]"
5,1136995.2067900049,-5889.584480000194,"[-12  -4 -76  76   2 -65  19  78 -72  95  35  41 -89  -5 -50  54  11 -78
 -40 -86  33 -39  -6 -38 -16  57 -33  -6  44 -31]","[1754 1468  197 2111  281   89 2398  408  793  314 3010  270  741 1050
  734   17  164 1280  260  301  294   39 1235  159  725 1480  431  926
  833  430]"
6,1131105.6223100047,-6796.20336999977,"[-24   0   0 -68 -89  49 -20 -12 -49 -40  55  71 -78  99  32  69  98  85
  64  98  44   0  77  30 -29  87 -47  31 -52  91]","[1742 1464  121 2187  283   24 2417  486  721  409 3045  311  652 1045
  684   71  175 1202  220  215  327    0 1229  121  709 1537  398  920
  877  399]"
7,1124309.418940005,1553.8163199997507,"[-14 -61  99  89 -54 -23  91 -50  82  -1  58  66 -79 -29 -82  80 -21  32
  97  -5  24  34 -99  53   1 -88 -80 -36 -20   6]","[1718 1464  121 2119  194   73 2397  474  672  369 3100  382  574 1144
  716  140  273 1287  284  313  371    0 1306  151  680 1624  351  951
  825  490]"
8,1125863.2352600046,-5699.123229999794,"[-11  91 -65 -55 -66 -50  96 -27 -17  74  68  40  32  13 -30  80 -51 -94
  11  21 -78  10  55  56 -46  74 -85  33 -20  17]","[1704 1403  220 2208  140   50 2488  424  754  368 3158  448  495 1115
  634  220  252 1319  381  308  395   34 1207  204  681 1536  271  915
  805  496]"
9,1120164.1120300048,12136.684089999879,"[-58  -8  59 -59   5  21 -75 -16  28  28 -48 -94 -16 -20 -20  37 -54  26
  95 -35 -87 -44  26  27 -63  63  37  58  53 -41]","[1693 1494  155 2153   74    0 2584  397  737  442 3226  488  527 1128
  604  300  201 1225  392  329  317   44 1262  260  635 1610  186  948
  785  513]"
10,1132300.7961200047,6624.0383599998895,"[-37 -55  33 -19  13  12 -60  34   7  16 -12 -15 -84  39 -14  -9 -39 -90
  55 -41 -75   0  17  -9  70 -13 -93  62  64  94]","[1635 1486  214 2094   79   21 2509  381  765  470 3178  394  511 1108
  584  337  147 1251  487  294  230    0 1288  287  572 1673  223 1006
  838  472]"
11,1138924.8344800046,601.2439400001895,"[ 82 -23  50 -78 -39 -33 -74 -87  16 -28  87 -83  84 -16  69 -68  87  -7
 -97  51  64   0   9 -39 -72 -42 -14 -26  -6  73]","[1598 1431  247 2075   92   33 2449  415  772  486 3166  379  427 1147
  570  328  108 1161  542  253  155    0 1305  278  642 1660  130 1068
  902  566]"
12,1139526.0784200048,5633.422030000016,"[ 26 -96  73  32  -3  30  39 -70 -60  57  -3  55 -84  51 -67  39  51  72
 -90  -1  18  42 -38  64 -98 -33 -15 -11 -61  29]","[1680 1408  297 1997   53    0 2375  328  788  458 3253  296  511 1131
  639  260  195 1154  445  304  219    0 1314  239  570 1618  116 1042
  896  639]"
13,1145159.5004500048,-19442.79654000001,"[-47 -26 -89 -63  -3  49  47  62  26 -46  27  14  38 -57   7  -8 -53  10
 -90  14  61 -42  19  61 -97 -91 -94 -66 -70 -65]","[1706 1312  370 2029   50   30 2414  258  728  515 3250  351  427 1182
  572  299  246 1226  355  303  237   42 1276  303  472 1585  101 1031
  835  668]"
14,1125716.7039100048,3252.310860000085,"[ 10 -48  39  37  69  42 -12  35 -43  78  29   6  92 -30  38  40  -1  66
  16 -99  45  10  35 -36  74  24  33   5 -38  61]","[1659 1286  281 1966   47   79 2461  320  754  469 3277  365  465 1125
  579  291  193 1236  265  317  298    0 1295  364  375 1494    7  965
  765  603]"
15,1128969.014770005,-31878.57254000008,"[-81  19  15 -66  44   6 -41 -98 -34 -31 -10 -57 -25  13 -58  97  66 -36
 -87 -42  81 -10 -73  53 -16  67 -32  37 -91  -9]","[1669 1238  320 2003  116  121 2449  355  711  547 3306  371  557 1095
  617  331  192 1302  281  218  343   10 1330  328  449 1518   40  970
  727  664]"
16,1097090.4422300048,16999.59007000015,"[ 29  -3  -8  38 -70  63  35   5  43  15  42 -74  50 -60  13 -18 -41 -11
  36 -86 -61  97  52 -23  96  36  -8  41  41 -20]","[1588 1257  335 1937  160  127 2408  257  677  516 3296  314  532 1108
  559  428  258 1266  194  176  424    0 1257  381  433 1585    8 1007
  636  655]"
17,1114090.032300005,5942.127829999896,"[ 32  80  76  24  65 -73  48 -61 -49  68   7 -48 -65 -74 -29 -26 -49  75
  26 -49 -14  26  98 -13 -80 -19  67 -63 -16   0]","[1617 1254  327 1975   90  190 2443  262  720  531 3338  240  582 1048
  572  410  217 1255  230   90  363   97 1309  358  529 1621    0 1048
  677  635]"
18,1120032.1601300049,-3880.9826200001407,"[ 51  34  90  99 -56 -16  51 -53  71  -1 -84  46 -39 -91  40  52 -35  92
 -47 -41  53  17 -89  21 -21  50 -39  44  68 -95]","[1649 1334  403 1999  155  117 2491  201  671  599 3345  192  517  974
  543  384  168 1330  256   41  349  123 1407  345  449 1602   67  985
  661  635]"
19,1116151.1775100047,21877.64437000011,"[  2 -19 -83  81 -24  99 -51 -69  14 -77  21 -14  33  61  36 -88 -51  60
  43   0  26 -75  87 -90 -35 -77 -28  87  55  83]","[1700 1368  493 2098   99  101 2542  148  742  598 3261  238  478  883
  583  436  133 1422  209    0  402  140 1318  366  428 1652   28 1029
  729  540]"
20,1138028.8218800048,7255.076849999838,"[ 31  12 -50  77  35 -80 -45 -76  66  79 -14 -18 -11  80 -77  91 -82 -46
  77   0  67  73 -71  33  94 -43   0 -81  19  29]","[1702 1349  410 2179   75  200 2491   79  756  521 3282  224  511  944
  619  348   82 1482  252    0  428   65 1405  276  393 1575    0 1116
  784  623]"
21,1145283.8987300047,-444.389619999798,"[-98  86 -22  32 -43  -3 -84  -3 -94 -31  91 -33  20 -50  13  78  92   3
 -40  47  68  93 -14 -43 -68 -49   0 -66 -98 -45]","[1733 1361  360 2256  110  120 2446    3  822  600 3268  206  500 1024
  542  439    0 1436  329    0  495  138 1334  309  487 1532    0 1035
  803  652]"
22,1144839.5091100049,1422.9687799999956,"[ 44 -31  16  61 -67 -34  46   0 -49  90  24  66  42 -19  84   0 -34  68
   9  65   5   6 -45  22  20  99  76  46  40 -27]","[1635 1447  338 2288   67  117 2362    0  728  569 3359  173  520  974
  555  517   92 1439  289   47  563  231 1320  266  419 1483    0  969
  705  607]"
23,1146262.4778900049,-6514.186459999997,"[-29  22  54  57   0  79 -61   0  10  48  22  19  41 -20  95  24 -58  37
 -19  60 -42 -81  97  27 -20  98  52  69 -26 -58]","[1679 1416  354 2349    0   83 2408    0  679  659 3383  239  562  955
  639  517   58 1507  298  112  568  237 1275  288  439 1582   76 1015
  745  580]"
24,1139748.2914300049,18325.15672999993,"[-94 -37 -95  78  54  14  89   0 -98 -92  93 -46 -49  86  15   5  67 -52
 -36 -49 -97 -71 -94  44 -41  74  88  75  89  38]","[1650 1438  408 2406    0  162 2347    0  689  707 3405  258  603  935
  734  541    0 1544  279  172  526  156 1372  315  419 1680  128 1084
  719  522]"
25,1158073.4481600048,5410.354249999858,"[  4  20 -10 -99 -16  76  -5   8 -27 -26  88  26  52  85  69 -33 -60   7
  -1 -84  93  36 -83  67 -37  84 -95 -11 -84 -38]","[1556 1401  313 2484   54  176 2436    0  591  615 3498  212  554 1021
  749  546   67 1492  243  123  429   85 1278  359  378 1754  216 1159
  808  560]"
26,1163483.8024100047,8872.785059999907,"[ 60 -52  51 -53 -28 -36 -75  53 -36  -7  83 -70  -5  13 -57 -80  -7  89
  61 -39 -93  92  76  84 -32 -80  38 -87 -70 -42]","[1560 1421  303 2385   38  252 2431    8  564  589 3586  238  606 1106
  818  513    7 1499  242   39  522  121 1195  426  341 1838  121 1148
  724  522]"
