,account_value,reward,actions,n_shares
0,997986.8769699989,2296.8374000000767,"[ 16  28  21 -56  25  -3  54 -33 -55  73  50 -36  98 -51 -31  54  78 -77
   4  36 -87  21  83 -59  53   4 -15 -16 -68 -14]","[1278  898  137  125   97  710  273 1600  573 1454  646  330  170 1172
  164  573 2258  624  678  416 1008  632  791  645    0  834  449  428
  768   42]"
1,1000283.714369999,2247.1000400000485,"[ 21 -47  77  85 -14 -74   9 -53 -49  45  34   6  56  57   8  78 -67 -23
  76  39  30 -50 -43  47 -45  78 -10 -15  49  41]","[1294  926  158   69  122  707  327 1567  518 1527  696  294  268 1121
  133  627 2336  547  682  452  921  653  874  586   53  838  434  412
  700   28]"
2,1002530.8144099991,601.5728400000371,"[ -2  82  45  26  12  70  42  98  70  68  62   0 -37  77 -30  80  33 -45
  92  75  27 -35 -80  28  -8 -36  14  -9 -21 -69]","[1315  879  235  154  108  633  336 1514  469 1572  730  300  324 1178
  141  705 2269  524  758  491  951  603  831  633    8  916  424  397
  749   69]"
3,1003132.3872499991,3164.0170099997194,"[  7 -68 -78  23 -89  43  25  35  83  -9  33 -82  12  64  51  38 -52 -69
 -92 -38 -56 -52 -12  75   0 -48   0 -42  39   0]","[1313  961  280  180  120  703  378 1612  539 1640  792  300  287 1255
  111  785 2302  479  850  566  978  568  751  661    0  880  438  388
  728    0]"
4,1006296.4042599988,-4174.063569999882,"[ 84  32  88 -23 -16  24 -60   8  18 -10  62 -13 -77  77 -68  70  67 -70
  26 -11  25 -64 -79  48  51 -23  22 -19 -33   0]","[1320  893  202  203   31  746  403 1647  622 1631  825  218  299 1319
  162  823 2250  410  758  528  922  516  739  736    0  832  438  346
  767    0]"
5,1002122.3406899989,-10911.620539999916,"[ 29  66 -95 -50 -15 -68 -79 -92  50 -69 -94  60  67 -42 -40 -88  55 -11
  51  61  37  92 -80 -69  25  98 -25 -58  -8  53]","[1404  925  290  180   15  770  343 1655  640 1621  887  205  222 1396
   94  893 2317  340  784  517  947  452  660  784   51  809  460  327
  734    0]"
6,991210.720149999,-15010.771370000206,"[-69 -11 -52  95  23  77  49  24 -32 -32  70  40  57  71  -6 -56  41   4
 -87  93 -29  92  91 -34 -39  19  -7 -20  54  -2]","[1433  991  195  130    0  702  264 1563  690 1552  793  265  289 1354
   54  805 2372  329  835  578  984  544  580  715   76  907  435  269
  726   53]"
7,976199.9487799988,-10935.84178999986,"[  9  47 -44 -78  16 -18   0  40  -9   9  -1  23 -94 -49 -21  63  -2 -84
  39 -50  38  31  91  17  18 -76 -60  33  -6 -21]","[1364  980  143  225   23  779  313 1587  658 1520  863  305  346 1425
   48  749 2413  333  748  671  955  636  671  681   37  926  428  249
  780   51]"
8,965264.106989999,15342.418470000033,"[ 13 -44  -9 -29  80 -51  36  81  67 -39 -50  48 -30  42  91  69 -85 -88
  70 -37  -6 -68   0 -30 -16 -41  10  -6 -34 -30]","[1373 1027   99  147   39  761  313 1627  649 1529  862  328  252 1376
   27  812 2411  249  787  621  993  667  762  698   55  850  368  282
  774   30]"
9,980606.525459999,-18783.069020000054,"[ -2  15  33  50 -26 -27  15 -37  30   1  81   6 -52 -85  -2  84  51  30
  63  46  22 -20  36  17  32 -65   6  79 -15  85]","[1386  983   90  118  119  710  349 1708  716 1490  812  376  222 1418
  118  881 2326  161  857  584  987  599  762  668   39  809  378  276
  740    0]"
10,961823.4564399989,8571.044639999978,"[-58  32  55  34 -26 -29  73 -20  85  23  27 -53 -83  42  15 -19 -82  56
 -97  67  87  14  33  19  50  -1  86 -99  90 -85]","[1384  998  123  168   93  683  364 1671  746 1491  893  382  170 1333
  116  965 2377  191  920  630 1009  579  798  685   71  744  384  355
  725   85]"
