,account_value,reward,actions,n_shares
0,972856.8692500005,-1185.6344399999361,"[-34 -15 -81  43  71  29  17 -38   0 -71  89  76   1   0   0   9 -32  47
  31  95  31 -62  36  18  56 -96  48 -80 -76 -47]","[  39 1094  389  665  194  469  211  580    0  882 2419  935  767 1488
    0 1672 1221 1679 1607  262 2025 1582 1421  420  252 1330  978  959
  233  703]"
1,971671.2348100005,-2271.9421200000215,"[ 53   2   0  55   0  40 -78 -97   0   0  74  72 -49  90  70   0 -53 -14
 -30 -52 -75  45 -23 -32   0   0   0 -17   0   9]","[   5 1079  308  708  265  498  228  542    0  811 2508 1011  768 1488
    0 1681 1189 1726 1638  357 2056 1520 1457  438  308 1234 1026  879
  157  656]"
2,969399.2926900005,-651.0497499998892,"[-25  33 -71 -11 -29 -49 -42 -37   0  23 -96 -12  34 -56  84  -2 -33 -65
 -27  80  73 -97  29 -87 -57  54 -66  68  12  27]","[  58 1081  308  763  265  538  150  445    0  811 2582 1083  719 1578
   70 1681 1136 1712 1608  305 1981 1565 1434  406  308 1234 1026  862
  157  665]"
3,968748.2429400006,18578.687569999835,"[ 15 -69  61 -42 -89  -4 -40  64   0 -41  72 -86 -36 -78  79 -31  45  88
  32 -76 -89  18 -99 -55  91  -3  26 -23  74 -23]","[  33 1114  237  752  236  489  108  408    0  834 2486 1071  753 1522
  154 1679 1103 1647 1581  385 2054 1468 1463  319  251 1288  960  930
  169  692]"
4,987326.9305100004,6941.560890000081,"[ 36 -71   7  16 -93  29  34 -69  31  -1 -18 -35  76 -20 -75 -78  66 -69
 -15  78 -63  48 -92 -54  42  46  10  98  -8  62]","[  48 1045  298  710  147  485   68  472    0  793 2558  985  717 1444
  233 1648 1148 1735 1613  309 1965 1486 1364  264  342 1285  986  907
  243  669]"
5,994268.4914000005,-1487.845319999964,"[ 96 -18  93   0 -31 -41 -92 -77  97 -83   0 -27 -80   0  52   0   0  12
 -51 -55  68  71 -48  94  99  67 -84  56  63  94]","[  84  974  305  726   54  514  102  403   31  792 2540  950  793 1424
  158 1570 1214 1666 1598  387 1902 1534 1272  210  384 1331  996 1005
  235  731]"
6,992780.6460800006,-987.3175699999556,"[ 69  87 -91  99 -23  76   0  57   0  66  79 -49   0  86 -55   0 -97  -5
 -65   0  -9   0 -76   0 -17   0   0 -19  -7 -23]","[ 180  956  398  726   23  473   10  326  128  709 2540  923  713 1424
  210 1570 1214 1678 1547  332 1970 1605 1224  304  483 1398  912 1061
  298  825]"
7,991793.3285100006,3543.0080799999414,"[ 83  72 -94  32  37 -30 -10  33  11  -1  42 -80 -60 -62  70 -44  23  10
 -38  38  74 -79  16 -97  -3  67 -56 -31 -15 -26]","[ 249 1043  307  825    0  549   10  383  128  775 2619  874  713 1510
  155 1570 1117 1673 1482  332 1961 1605 1148  304  466 1398  912 1042
  291  802]"
8,995336.3365900005,10129.750879999832,"[ 39  20  36  54  98 -21   0  85  28  95 -28  37 -58   1  68  19 -28 -71
 -43   8 -26 -12 -67  27 -34  99 -79 -16  10 -58]","[ 332 1115  213  857   37  519    0  416  139  774 2661  794  653 1448
  225 1526 1140 1683 1444  370 2035 1526 1164  207  463 1465  856 1011
  276  776]"
9,1005466.0874700004,7373.973260000232,"[-17 -74 -18  76 -49 -63  12  12  -4 -40 -48  71  38 -82  47  79   5 -33
 -83  67 -66 -84 -89 -73 -39 -76 -90 -68 -31 -90]","[ 371 1135  249  911  135  498    0  501  167  869 2633  831  595 1449
  293 1545 1112 1612 1401  378 2009 1514 1097  234  429 1564  777  995
  286  718]"
10,1012840.0607300006,-13396.813890000107,"[-25  18  58 -52  52 -77   5  49  98 -30 -49   5  45  40 -78  59  -6  53
  31  35 -48 -28 -91  38  -3  74  59 -72 -47  73]","[ 354 1061  231  987   86  435   12  513  163  829 2585  902  633 1367
  340 1624 1117 1579 1318  445 1943 1430 1008  161  390 1488  687  927
  255  628]"
11,999443.2468400005,-557.7847999999067,"[ 78  -1  64  59  36  60  92  -3  72 -61  -3  72 -84  78  74  67  21  32
  64   5 -34  69   1   0 -21 -84  32  19 -59  77]","[ 329 1079  289  935  138  358   17  562  261  799 2536  907  678 1407
  262 1683 1111 1632 1349  480 1895 1402  917  199  387 1562  746  855
  208  701]"
12,998885.4620400006,-1693.657300000079,"[-49 -72   0   0   0  96  91 -35   0 -78 -58 -39   0 -82  82 -52 -43   0
  92  31   0 -77 -48  94   0   0   0 -32 -54   0]","[ 407 1078  353  994  174  418  109  559  333  738 2533  979  594 1485
  336 1750 1132 1664 1413  485 1861 1471  918  199  366 1478  778  874
  149  778]"
13,997191.8047400005,8032.100670000073,"[-80 -69 -58 -76 -61  31 -84 -65  51  42  -9  55  44 -99  71   3  68 -70
 -65  32  17 -85 -48   9  92 -32 -20  52  85 -40]","[ 358 1006  353  994  174  514  200  524  333  660 2475  940  594 1403
  418 1698 1089 1664 1505  516 1861 1394  870  293  366 1478  778  842
   95  778]"
14,1005223.9054100006,13654.569189999835,"[ 73  83  36 -72 -19 -17  96 -74 -99 -47 -45 -37 -31 -83  26  71  41  25
  18  69 -51  39 -53 -93 -48 -74   2  77 -91 -90]","[ 278  937  295  918  113  545  116  459  384  702 2466  995  638 1304
  489 1701 1157 1594 1440  548 1878 1309  822  302  458 1446  758  894
  180  738]"
15,1018878.4746000004,954.8088400000706,"[ 21  51  39 -40  86 -94  48  -5  77   0 -30 -35  35 -28  96  43 -28 -80
  68  90  93  85  42  29 -19  49 -26 -74 -89  54]","[ 351 1020  331  846   94  528  212  385  285  655 2421  958  607 1221
  515 1772 1198 1619 1458  617 1827 1348  769  209  410 1372  760  971
   89  648]"
16,1019833.2834400005,-11192.09403999988,"[-76 -79 -83  22   5 -61  87  92  88 -37  94  72 -18 -76  28  83  96 -94
  44 -48  26  -1 -74 -76  12 -16 -14 -11   0  63]","[ 372 1071  370  806  180  434  260  380  362  655 2391  923  642 1193
  611 1815 1170 1539 1526  707 1920 1433  811  238  391 1421  734  897
    0  702]"
17,1008641.1894000006,-17214.24659000011,"[ -2  56   4 -90  23  74 -12  65 -13 -80 -92 -35   9 -36  65 -29  -1 -45
  76 -39  75  84  -7  86 -36  37  74 -29   0 -61]","[ 296  992  287  828  185  373  347  472  450  618 2485  995  624 1117
  639 1898 1266 1445 1570  659 1946 1432  737  162  403 1405  720  886
    0  765]"
18,991426.9428100005,9163.280330000096,"[ 78 -75 -27  25 -81 -60 -47  -5  14  73 -25  36  47 -19 -99   8 -22  32
  99   7 -93 -24  29 -16 -25 -24  64  23  49 -95]","[ 294 1048  291  738  208  447  335  537  437  538 2393  960  633 1081
  704 1869 1265 1400 1646  620 2021 1516  730  248  367 1442  794  857
    0  704]"
19,1000590.2231400006,2518.3774300001096,"[ 63  96 -37  22 -71 -60  98  -9 -39  26 -20  95   0  87  26 -67  70 -68
  25  -2  85  -4  37  81 -20 -27   0  22  27  32]","[ 372  973  264  763  127  387  288  532  451  611 2368  996  680 1062
  605 1877 1243 1432 1745  627 1928 1492  759  232  342 1418  858  880
   49  609]"
20,1003108.6005700007,-3120.9828800001414,"[  0  -1  82 -83  39 -11  96  72  91   0 -49  54 -69 -32 -84 -94  83 -70
  31 -25 -34  16 -68 -53  76 -11 -61 -15  66 -27]","[ 435 1069  227  785   56  327  386  523  412  637 2348 1091  680 1149
  631 1810 1313 1364 1770  625 2013 1488  796  313  322 1391  858  902
   76  641]"
