,account_value,reward,actions,n_shares
0,1242428.532452076,-34623.40697108093,"[   0    0    0    0    0    0    0   -1    0    0    0    0    0    0
    0    0   -9 -100    0    0  -83    1    0    0    0    0   81    0
    0  100]","[   0    0    0    0    0    0    0    1    0    0    0    0    0    0
    0    0    9  196    0   71  100  273  100    0   87    0 2239   84
    0    0]"
1,1207805.125480995,3680.164159107255,"[   0    0    0    0    0    0    0    2    0    0    0  100    0   96
    0    0  100  100    0  -71  -17    0  100    0  -87    0 -100    0
  100    0]","[   0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0   96    0   71   17  274  100    0   87    0 2320   84
    0  100]"
2,1211485.2896401023,-467.7617166652344,"[   0    1    2    0    0    0    0  100    0    0    0 -100    0    0
  100    0  100 -100    0    0  100  100   -9  100    0    0  -89  100
    1    0]","[   0    0    0    0    0    0    0    2    0    0    0  100    0   96
    0    0  100  196    0    0    0  274  200    0    0    0 2220   84
  100  100]"
3,1211017.527923437,-6703.7007246857975,"[  0  -1  -2   0   0   0   0   0   0   0   0   0   0  -1  43   0   0 100
   0   0 100   0   0 -38   0   0 -80 -35   1 -74]","[   0    1    2    0    0    0    0  102    0    0    0    0    0   96
  100    0  200   96    0    0  100  374  191  100    0    0 2131  184
  101  100]"
4,1204313.8271987513,16517.793352071894,"[   0    0    0    0  100    0  100  100  100    0  100    0    0  -95
 -100  100    0  -84  100  100    0  -61    1  -62    0    0  -76 -100
   64  -26]","[   0    0    0    0    0    0    0  102    0    0    0    0    0   95
  143    0  200  196    0    0  200  374  191   62    0    0 2051  149
  102   26]"
5,1220831.6205508232,5783.415293680038,"[  46    0    0    0    0    0 -100    0 -100    0  -91    0    0    0
    0  -36 -100    0  -50  100  100    0    5    0    0    0  100  -49
    0    0]","[   0    0    0    0  100    0  100  202  100    0  100    0    0    0
   43  100  200  112  100  100  200  313  192    0    0    0 1975   49
  166    0]"
6,1226615.0358445032,-10441.132117393427,"[   0    0    0    0    0    0    0 -100  100    0   10  100    0    0
  -43    0  100  -29  -50  -71  100 -100 -100  100    0    0 -100    0
  -23    0]","[  46    0    0    0  100    0    0  202    0    0    9    0    0    0
   43   64  100  112   50  200  300  313  197    0    0    0 2075    0
  166    0]"
7,1216173.9037271098,-8083.550300983479,"[   0    0    0    0    0    0    0 -100  -48    0    0    0    0    0
    1    0    1   67    0    0  100    0  100  -50  100    0 -100    0
    0    0]","[  46    0    0    0  100    0    0  102  100    0   19  100    0    0
    0   64  200   83    0  129  400  213   97  100    0    0 1975    0
  143    0]"
8,1208090.3534261263,-22311.782084144652,"[ -46    0    0   98  -91    0    0    0  -52    0  100  -77  100    0
   -1  -54  -40  -19  100  -44    0  100  -31  -34 -100  100    0    2
  -46    0]","[  46    0    0    0  100    0    0    2   52    0   19  100    0    0
    1   64  201  150    0  129  500  213  197   50  100    0 1875    0
  143    0]"
9,1185778.5713419816,10826.984285602579,"[  0   0   0  -9   0   0   0   0   0   0   0   0  -6   0   0   0   1   0
   0 -85   0 -53   0   0   0 100   0   0   0   0]","[   0    0    0   98    9    0    0    2    0    0  119   23  100    0
    0   10  161  131  100   85  500  313  166   16    0  100 1875    2
   97    0]"
