,account_value,reward,actions,n_shares
0,1000000.0,1005.9582445736742,"[ 0 67 49  7 80 16 56  0  0 78 51  0 17  9  0  0 95 33  0 51  0  0 62  0
  0  7  0 58 38  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1,1001005.9582445737,593.4039120500674,"[ 86  11  49   7  35  30 -30  42   0  -2 -51  48  64  32   0   0  77 -33
   0  81   0   8  82  10   0  -7  38 -38   6  34]","[ 0 67 49  7 80 16 56  0  0 78 51  0 17  9  0  0 95 33  0 51  0  0 62  0
  0  7  0 58 38  0]"
2,1001599.3621566237,1118.4876947922166,"[-47 -68  13 -14 -36  24  67 -42   0  -7  38 -48  47 -41  69   0 -71  35
   4 -35   0  37 -99  10  10   0 -17 -20 -44  37]","[ 86  78  98  14 115  46  26  42   0  76   0  48  81  41   0   0 172   0
   0 132   0   8 144  10   0   0  38  20  44  34]"
3,1002717.849851416,131.57257170474622,"[-13 -10  25   0 -37  37  59  52   0  81  97   0 -93   0 -42   0 -94 -21
  19  46   0 -45  98   5 -10   0 -10   0   0  94]","[ 39  10 111   0  79  70  93   0   0  69  38   0 128   0  69   0 101  35
   4  97   0  45  45  20  10   0  21   0   0  71]"
4,1002849.4224231207,-631.7984454265097,"[  7   0   6  61  49  65 -50 -21   0 -67  52   0 -35  61 -27  76  -7  60
 -23 -19  31  96  24  72  65  66 -11   8   7  17]","[ 26   0 136   0  42 107 152  52   0 150 135   0  35   0  27   0   7  14
  23 143   0   0 143  25   0   0  11   0   0 165]"
5,1002217.6239776942,2941.6168299781857,"[ 55   0  68 -38  -5  99 -80  35   0 -83  99  24   0 -30  60  75  79  62
  91 -68 -31  66 -85  76  38  71   0  70  44  92]","[ 33   0 142  61  91 172 102  31   0  83 187   0   0  61   0  76   0  74
   0 124  31  96 167  97  65  66   0   8   7 182]"
6,1005159.2408076724,-658.3553823909024,"[-76   0  45 -23  60  86  52 -20   0   0 -48  66  28 -30 -55  98  61  88
 -40 -51  99 -73  73 -23  96 -16   0  74 -51 -31]","[ 88   0 210  23  86 271  22  66   0   0 286  24   0  31  60 151  79 136
  91  56   0 162  82 173 103 137   0  78  51 274]"
7,1004500.8854252815,-1610.6324866869254,"[-12   0 -67  22  61  65 -27  29   0  98  36  75 -28   4  93  10 -78 -38
  45  -5 -26 -77  40  -7  82 -44  13 -75   0  14]","[ 12   0 255   0 146 357  74  46   0   0 238  90  28   1   5 249 140 224
  51   5  99  89 155 150 199 121   0 152   0 243]"
8,1002890.2529385946,-3693.431711011799,"[  0   0 -43   5  32 -68 -47  71   0  24  99   9   0  43 -40 -90 -62 -42
 -31  50   2 -12  -6  55  97  10 -13 -36  85 -98]","[  0   0 188  22 207 422  47  75   0  98 274 165   0   5  98 259  62 186
  96   0  73  12 195 143 281  77  13  77   0 257]"
9,999196.8212275828,-98.3790539818583,"[  0   0  21  90  31  67  97 -34  64  -8  60  20   0  56 -24  16   0  -1
  38 -25 -19  20  22  80 -41 -87  29 -41  27  -6]","[  0   0 145  27 239 354   0 146   0 122 373 174   0  48  58 169   0 144
  65  50  75   0 189 198 378  87   0  41  85 159]"
10,999098.4421736009,3245.166374645196,"[  0   0  43  -7 -38   7  -2  -4  21  68 -57  -9  19 -59  81 -56   0  17
  60  44 -23   4  39 -78  35   0  46  97 -77 -25]","[  0   0 166 117 270 421  97 112  64 114 433 194   0 104  34 185   0 143
 103  25  56  20 211 278 337   0  29   0 112 153]"
11,1002343.6085482461,-1344.1276804466033,"[ 87  92 -83  -2  27  58  28 -79  16 -21  33  -8  23 -45 -24  89  10 -38
   9  74  89 -24 -38 -68  56   0  25  47 -11  77]","[  0   0 209 110 232 428  95 108  85 182 376 185  19  45 115 129   0 160
 163  69  33  24 250 200 372   0  75  97  35 128]"
12,1000999.4808677995,-2270.4611877040006,"[-59  34  55  90  84 -25 -18  76  29 -54  85  32 -42   0  92  39  36 -77
  74 -36 -31  19  51 -17  96   0  55  56 -22   7]","[ 87  92 126 108 259 486 123  29 101 161 409 177  42   0  91 218  10 122
 172 143 122   0 212 132 428   0 100 144  24 205]"
13,998729.0196800955,-4042.2399745015427,"[ 15  30 -21 -77  46 -82  58  30  97 -39 -65  52  72  74  17  -2  63   4
 -96  37  33 -19  41   0 -85  82  85  22  -2 -32]","[ 28 126 181 198 343 461 105 105 130 107 494 209   0   0 183 257  46  45
 246 107  91  19 263 115 524   0 155 200   2 212]"
14,994686.779705594,-2675.129697414348,"[ 73 -44  38   6  35 -20  -3 -18 -66   9  22 -49  74 -48  32 -97 -43  50
   1 -83 -84   0  12 -19 -23  40 -79  17  53  17]","[ 43 156 160 121 389 379 163 135 227  68 429 261  72  74 200 255 109  49
 150 144 124   0 304 115 439  82 240 222   0 180]"
15,992011.6500081796,-23108.038813101826,"[-55  -8  60 -52 -12 -21 -54  83   3  95  26  23 -48  86  23 -45  80  76
 -89  29 -10  83  -5  50   7  56  33   3 -38  38]","[116 112 198 127 424 359 160 117 161  77 451 212 146  26 232 158  66  99
 151  61  40   0 316  96 416 122 161 239  53 197]"
16,968903.6111950778,7543.360045680078,"[-25 -44 -39 -18  70  56  34  98 -39 -48  38 -29 -42  86  80 -63  87 -26
  19  65  81  -7  39 -96 -55 -12 -85  -7 -15  40]","[ 61 104 258  75 412 338 106 200 164 172 477 235  98 112 255 113 146 175
  62  90  30  83 311 146 423 178 194 242  15 235]"
17,976446.9712407578,-16758.27468444628,"[ 94  90  42  43 -15   5  79  32 -94 -35 -15 -26 -56 -68 -91   9 -77  66
  64  60  57  56  89  85 -38 -12  50  19   0 -88]","[ 36  60 219  57 482 394 140 298 125 124 515 206  56 198 335  50 233 149
  81 155 111  76 350  50 368 166 109 235   0 275]"
18,959688.6965563116,11132.459582831361,"[-99 -98   4  45  43 -24  66  84 -31  79 -99 -52  51   1   4 -22 -19   2
 -65  99  74  81 -85  27  12  40  37  50  87 -94]","[130 150 261 100 467 399 219 330  31  89 500 180   0 130 244  59 156 215
 145 215 168 132 439 135 330 154 159 254   0 187]"
19,970821.1561391429,17067.225560583058,"[-31  79  60 -96  73  37 -97  -3   0  30 -77 -54 -51   2 -51 -36  63  -7
  25  85 -20  10 -91  28 -75 -66   0 -15 -71  39]","[ 31  52 265 145 510 375 285 414   0 168 401 128  51 131 248  37 137 217
  80 314 242 213 354 162 342 194 196 304  87  93]"
20,987888.381699726,923.3021066036308,"[  0  17  22  29 -45 -61 -20  17   0 -59 -81 -74   0 -15  -1  -1 -15 -19
 -16 -68  52 -86 -70 -52 -34 -57 -29 -92 -16  91]","[  0 131 325  49 583 412 188 411   0 198 324  74   0 133 197   1 200 210
 105 399 222 223 263 190 267 128 196 289  16 132]"
21,988811.6838063296,7204.514721477521,"[  0   5 -67 -10  30  69  94 -43   0  13   9  54  72 -51  87   0 -57  75
 -27   3 -14 -87  77  13 -57  86  36 -52   0  34]","[  0 148 347  78 538 351 168 428   0 139 243   0   0 118 196   0 185 191
  89 331 274 137 193 138 233  71 167 197   0 223]"
22,996016.1985278071,899.6035096683772,"[  0 -47 -67   4 -69 -60  27  11   0  54   4  53 -56  51  84  63 -90  41
  46  78 -99 -20 -13 -36 -46  20  36 -94   0  68]","[  0 153 280  68 568 420 262 385   0 152 252  54  72  67 283   0 128 266
  62 334 260  50 270 151 176 157 203 145   0 257]"
