,account_value,reward,actions,n_shares
0,1057533.8537922672,-3572.0401357898954,"[  0   0   0  -7   0   0  57  -9  -3 -81 -94 -59  81  92   0   0  -2   0
  90  91 -17   0  10  -6 -64 -44  91   0   0   0]","[ 597  250  316   21    0    0    7   79   35 1051  301  157  240  155
    0    0  188    0  299    0  207    0  391   81  637  174  472   26
   36   95]"
1,1053961.8136564773,3768.125283340458,"[  0 -40   0  75   0   0  85  43   0  94 -76  85 -43   0   0   0  -5   0
 -18   0 -96   0 -24 -74   0   0   0   0 -36  89]","[597 250 316  14   0   0  64  70  32 970 207  98 321 247   0   0 186   0
 389  91 190   0 401  75 573 130 563  26  36  95]"
2,1057729.9389398177,15382.663052585442,"[  0   0   0   0   0   0 -59 -38 -32   0   0 -11 -60   0  96   0   2   0
   0   0   0   0 -64  -1   0   1  79 -26   0 -45]","[ 597  210  316   89    0    0  149  113   32 1064  131  183  278  247
    0    0  181    0  371   91   94    0  377    1  573  130  563   26
    0  184]"
3,1073112.6019924032,-859.488332091365,"[-20   0   0  11  95   0   0   1   0 -48   0   0  99 -17 -90   0   0   0
 -65 -67   0   0 -83   0 -11 -19   0   0   0   0]","[ 597  210  316   89    0    0   90   75    0 1064  131  172  218  247
   96    0  183    0  371   91   94    0  313    0  573  131  642    0
    0  139]"
4,1072253.1136603118,-203.0153493117541,"[  0   0   0   0  92   0 -13 -37   0  -4   0 -52   0 -53   0  96 -41   0
  -1   0   0   0 -55   0 -22 -14   0   0   0   2]","[ 577  210  316  100   95    0   90   76    0 1016  131  172  317  230
    6    0  183    0  306   24   94    0  230    0  562  112  642    0
    0  139]"
5,1072050.098311,111.0211559724994,"[ -5 -17 -41  28 -91   0  78 -39  98 -49  92 -62 -52  23  62 -22  32   0
 -32  22   3  51  97   0 -26  28 -69   0   0  92]","[ 577  210  316  100  187    0   77   39    0 1012  131  120  317  177
    6   96  142    0  305   24   94    0  175    0  540   98  642    0
    0  141]"
6,1072161.1194669725,11669.143870559754,"[  0 -73 -41 -56  98   0 -81   0  -1  89 -27  68  80  29 -68   0   0   0
   0 -34   0  66 -29  77 -14  -2   0   0   0 -37]","[572 193 275 128  96   0 155   0  98 963 223  58 265 200  68  74 174   0
 273  46  97  51 272   0 514 126 573   0   0 233]"
7,1083830.2633375323,8803.934754020767,"[  0 -79 -10   0   0  71   0   0 -36  74   0 -28 -81  87   0 -18  -8  83
 -60 -12   0  -6  93  17   0 -20   0   0   1  91]","[ 572  120  234   72  194    0   74    0   97 1052  196  126  345  229
    0   74  174    0  273   12   97  117  243   77  500  124  573    0
    0  196]"
8,1092634.198091553,-3502.2388079778757,"[ 69   0   0 -50  87  87 -74   0   0  14  -3 -63  76  -2   0 -28   0 -12
   0   0  69 -86 -93 -80 -36   1   0   0  -1 -82]","[ 572   41  224   72  194   71   74    0   61 1126  196   98  264  316
    0   56  166   83  213    0   97  111  336   94  500  104  573    0
    1  287]"
9,1089131.9592835752,-9024.032995140878,"[-84   0 -41   0   0 -46   0   0 -43   0  94  53   0 -51   0   2   0 -34
 -34  99  82 -25 -75   0   0 -27 -34   0   0 -62]","[ 641   41  224   22  281  158    0    0   61 1140  193   35  340  314
    0   28  166   71  213    0  166   25  243   14  464  105  573    0
    0  205]"
