,account_value,reward,actions,n_shares
0,1041037.7993760561,4809.706972576212,"[   0    0    0    0  -86    0    0    0    0    0    0    0    0  -50
    0    0    0    0    0  -55    0 -100    0    1    0    0   71    0
  -65    0]","[   0    0    0    0  201   26    0    2    0    0    0    0    0  102
    0    0    0 1435    0   77 1040  299    0    0    0    0  495    0
 2525    0]"
1,1045847.5063486323,761.2114131840644,"[   0    0    0    1  -93  100    0    0    0  100    0   85    0  100
    0    0  100 -100    0  -22    0    0    7   -1    0    0  -51    0
  -95    0]","[   0    0    0    0  115   26    0    2    0    0    0    0    0   52
    0    0    0 1435    0   22 1040  199    0    1    0    0  566    0
 2460    0]"
2,1046608.7177618163,-4881.160835798248,"[  0   0   0  -1 -22 -48   0   1   0  -9   0   0   0  -7   0   0   2   0
   0   0   0   0  -7   0   0   0   0  67  -9   0]","[   0    0    0    1   22  126    0    2    0  100    0   85    0  152
    0    0  100 1335    0    0 1040  199    7    0    0    0  515    0
 2365    0]"
3,1041727.5569260181,-13864.378449990181,"[   0    0    0    0    0    0    0    0  100    0    0  -85   55  -96
    0    0  100  100    0    0 -100  -82    1  100    0    0    0    0
    0  100]","[   0    0    0    0    0   78    0    3    0   91    0   85    0  145
    0    0  102 1335    0    0 1040  199    0    0    0    0  515   67
 2356    0]"
4,1027863.1784760279,-6608.377304435824,"[   0    0    2    0    0    0    0    0  -34    0    0    0    0    0
    0    0    0    0    0    0   78 -100    0  -15    0    0  -15    0
    0  100]","[   0    0    0    0    0   78    0    3  100   91    0    0   55   49
    0    0  202 1435    0    0  940  117    1  100    0    0  515   67
 2356  100]"
5,1021254.8011715921,1322.5635751524242,"[  0   0   0   0   0   0   0   1 -66 -35   0   0   0 -49   0   0   0  82
   0   0 -82 -17  -1 -79   0   0 100 -67 -74 -35]","[   0    0    2    0    0   78    0    3   66   91    0    0   55   49
    0    0  202 1435    0    0 1018   17    1   85    0    0  500   67
 2356  200]"
6,1022577.3647467445,23055.083192760474,"[   0    0    0    0    0    0    0   -4   75  -40    0    0    0    0
    0    0    0  100    0    0 -100    0    0    0    0    0   -5    0
    1  -46]","[   0    0    2    0    0   78    0    4    0   56    0    0   55    0
    0    0  202 1517    0    0  936    0    0    6    0    0  600    0
 2282  165]"
7,1045632.447939505,-13375.520510002156,"[   0    0   -2    0   39    0    0    0    0  -16    0    0    0    0
    0    1  100  -41    0    0    0    0    0    0    0    0    0    0
 -100  100]","[   0    0    2    0    0   78    0    0   75   16    0    0   55    0
    0    0  202 1617    0    0  836    0    0    6    0    0  595    0
 2283  119]"
8,1032256.9274295028,20164.132824897766,"[  0   0   0   0 -39   0   0   0 -55   0   0   0   0   0   0   0   0   0
 100   0   0   0   0  49   0   0   0   0 -20 -65]","[   0    0    0    0   39   78    0    0   75    0    0    0   55    0
    0    1  302 1576    0    0  836    0    0    6    0    0  595    0
 2183  219]"
9,1052421.0602544006,-10757.81020094105,"[   0    0    0  100    0    0    0    0  -14    0    0    0  100    0
    0   60 -100    0 -100    0  -18    0    1  100    0    0  -46    0
  -53  -75]","[   0    0    0    0    0   78    0    0   20    0    0    0   55    0
    0    1  302 1576  100    0  836    0    0   55    0    0  595    0
 2163  154]"
