,account_value,reward,actions,n_shares
0,10431778.044909494,107152.3562419992,"[  0   0  82   0   0  95  50   0  -1   0   0   5  79  84 -42  -9 -21 -52
   0   0  -5   0 -42 -14 -76 -45   0 -86 -78   0]","[  0   0  65 262   0   0  27   0 164 144   0   0  86 187  42  90  83 181
   0   0 361   0 196 109 230 156   0 120 178  68]"
1,10538930.401151493,80042.54851528816,"[  1  48   5  81   0 -78 -55  44 -88   0   0  -5  73  51   0  60  61  -3
  84   0 -32  62  94 -90   0 -42   0 -34   9  -8]","[  0   0 147 262   0  95  77   0 163 144   0   5 165 271   0  81  62 129
   0   0 356   0 154  95 154 111   0  34 100  68]"
2,10618972.949666781,-289668.799935149,"[  0  99 -53   0   0 -17   0 -44   0 -57   0   0   0   0  98   0 -23   0
 -84   0   7 -54   0  92   0   4   0   0  28 -45]","[  1  48 152 343   0  17  22  44  75 144   0   0 238 322   0 141 123 126
  84   0 324  62 248   5 154  69   0   0 109  60]"
3,10329304.149731632,183225.7061977908,"[  0   0   0 -79   0   0  14   0 -59   2   0   0 -22 -69 -21   0  95 -39
   0   0   0   1 -56 -87   0 -73   0   0   0   0]","[  1 147  99 343   0   0  22   0  75  87   0   0 238 322  98 141 100 126
   0   0 331   8 248  97 154  73   0   0 137  15]"
4,10512529.855929423,-56845.0337919686,"[  0   0   5   0   0   0  -4   0 -16 -43   0   0 -58   0   0 -31 -17   0
  92   0 -80  -9 -99   0   0   1   0  21  40   0]","[  1 147  99 264   0   0  36   0  16  89   0   0 216 253  77 141 195  87
   0   0 331   9 192  10 154   0   0   0 137  15]"
5,10455684.822137455,10513.409434631467,"[ -1 -79 -69 -86   0   0   0   0  90   0   0   0 -19 -88   0   0   0 -29
   2   0 -31   1   0 -10  86  88   0   0  33 -15]","[  1 147 104 264   0   0  32   0   0  46   0   0 158 253  77 110 178  87
  92   0 251   0  93  10 154   1   0  21 177  15]"
6,10466198.231572086,-175630.46582585014,"[  0 -67   0   0   0  72 -32   0  82  92   0   0   2 -12 -51  41 -21 -56
 -76   0 -98  -1   1   0  82  57   0 -10  -4   0]","[  0  68  35 178   0   0  32   0  90  46   0   0 139 165  77 110 178  58
  94   0 220   1  93   0 240  89   0  21 210   0]"
7,10290567.765746236,93616.15892980993,"[  0  93   0 -18   0   0   0   0  72  92   0   0   0 -24  61   0   0  -2
 -18   0  91   1  80   0 -98   3   0   0 -19   0]","[  0   1  35 178   0  72   0   0 172 138   0   0 141 153  26 151 157   2
  18   0 122   0  94   0 322 146   0  11 206   0]"
8,10384183.924676046,-333618.5226911176,"[ 89 -66   0   0   0  -8   0   0   0   0   0  99 -84   0 -87  16 -97   0
   0   0 -15  -1   7  83  -3 -48   0   3   0   0]","[  0  94  35 160   0  72   0   0 244 230   0   0 141 129  87 151 157   0
   0   0 213   1 174   0 224 149   0  11 187   0]"
9,10050565.401984928,265244.0169964079,"[  0 -28 -35   0   0 -50  43   0 -61   5   0   0 -35   0   0 -28   0   0
   0   0   0   0 -48 -27   0  79   0   5   0   0]","[ 89  28  35 160   0  64   0   0 244 230   0  99  57 129   0 167  60   0
   0   0 198   0 181  83 221 101   0  14 187   0]"
10,10315809.418981336,2036.5540391076356,"[ 77   0  77  15   0 -14 -43   0 -65   0   8 -80 -11  89  71 -37  82   0
  96   0 -77  72  84  70   1 -43   0 -19   0   0]","[ 89   0   0 160   0  14  43   0 183 235   0  99  22 129   0 139  60   0
   0   0 198   0 133  56 221 180   0  19 187   0]"
11,10317845.973020444,-56478.8195736222,"[-28   0  82 -65   0   0   0   0  50   0   0 -19  48 -98 -29 -83   0   0
  -7  58   0  41  49 -61  42 -95   2   0  13   0]","[166   0  77 175   0   0   0   0 118 235   8  19  11 218  71 102 142   0
  96   0 121  72 217 126 222 137   0   0 187   0]"
12,10261367.153446821,111925.53680305369,"[-43  61  79 -93  53  59   0   0 -17   6  -8   0 -59  80 -42 -18  89   0
 -36  15 -63 -92  -1  18 -37 -42  -2   0 -17   0]","[138   0 159 110   0   0   0   0 168 235   8   0  59 120  42  19 142   0
  89  58 121 113 266  65 264  42   2   0 200   0]"
13,10373292.690249875,-312968.9811624754,"[-86   0 -49   5 -23 -35   0   0   0   0   0   0   2 -35   0  -1   0   0
   0 -20   0 -21 -35   0 -96   0   0   0  61   0]","[ 95  61 238  17  53  59   0   0 151 241   0   0   0 200   0   1 231   0
  53  73  58  21 265  83 227   0   0   0 183   0]"
14,10060323.7090874,254049.74378276244,"[ 99   3 -36   0 -30   0   0   0  83 -44   0   0   0   0   0   0 -43   0
 -40   0 -58  93   0   0 -70   2   0   0  21   0]","[  9  61 189  22  30  24   0   0 151 241   0   0   2 165   0   0 231   0
  53  53  58   0 230  83 131   0   0   0 244   0]"
15,10314373.452870162,-90746.30183303915,"[ 79   0   0  90   0   0  60   0 -25   0   0   0   0   0   0   0 -48   0
 -13 -28  96   1 -69 -15  92  98   0   0 -55   0]","[108  64 153  22   0  24   0   0 234 197   0   0   2 165   0   0 188   0
  13  53   0  93 230  83  61   2   0   0 265   0]"
16,10223627.151037123,20891.67132754624,"[-40   0 -86  99   0   0  29   0   0 -21   0   0  77  -3  96   0   0   0
  97 -25  83 -66  -2 -65 -37 -84   0   0  -8   0]","[187  64 153 112   0  24  60   0 209 197   0   0   2 165   0   0 140   0
   0  25  96  94 161  68 153 100   0   0 210   0]"
17,10244518.82236467,36656.358851028606,"[  0  71 -67  46  46 -23  55   0  -4  55   0   0 -37   0  -3   0 -59   0
  88   0  48 -17 -73  -3  92  87   0  72 -62   0]","[147  64  67 211   0  24  89   0 209 176   0   0  79 162  96   0 140   0
  97   0 179  28 159   3 116  16   0   0 202   0]"
18,10281175.181215698,-10582.122765220702,"[-43   2   0 -76   0   0   0   0 -86 -43   0   0 -42  95 -12   0  -4   0
 -87  31   1  77   0   0 -66   3  89  72  -6   0]","[147 135   0 257  46   1 144   0 205 231   0   0  42 162  93   0  81   0
 185   0 227  11  86   0 208 103   0  72 140   0]"
19,10270593.058450477,-282240.68040783703,"[-75 -34   0 -73  90  -1   0   0   0 -37   0  95   0  99   0   0  27   0
 -29  -1 -34 -36   0   0 -14 -49 -69   7   0   0]","[104 137   0 181  46   1 144   0 119 188   0   0   0 257  81   0  77   0
  98  31 228  88  86   0 142 106  89 144 134   0]"
20,9988352.37804264,-29039.47748065926,"[  0  -9   0 -83 -30   0 -19  94 -96  63   0 -95   0   2 -81   0   0   0
 -15  -3 -75 -52 -12   0  61 -39 -20   4  31  79]","[ 29 103   0 108 136   0 144   0 119 151   0  95   0 356  81   0 104   0
  69  30 194  52  86   0 128  57  20 151 134   0]"
21,9959312.90056198,226015.1858597044,"[-29 -48   0   0   0   0 -63   4   0 -59   0   0   0   0   0   0   0   0
 -54   0 -54   0   0   0   0 -18   0 -53  85   0]","[ 29  94   0  25 106   0 125  94  23 214   0   0   0 358   0   0 104   0
  54  27 119   0  74   0 189  18   0 155 165  79]"
22,10185328.086421685,-77801.53035579808,"[ 81   0   0 -25  70   0 -37  82  72  70   0  99  84  93   0   7  76  44
   0  -6 -59   6  61   0  47  43  45  88 -35 -65]","[  0  46   0  25 106   0  62  98  23 155   0   0   0 358   0   0 104   0
   0  27  65   0  74   0 189   0   0 102 250  79]"
23,10107526.556065887,65430.09363211878,"[ -8 -46  96   0  78   0 -25  35 -33 -48   0  23  30  82   0   0 -72 -15
   0 -21  16  -6 -25   0 -11  47  51  66  13  96]","[ 81  46   0   0 176   0  25 180  95 225   0  99  84 451   0   7 180  44
   0  21   6   6 135   0 236  43  45 190 215  14]"
24,10172956.649698006,-36962.62898754887,"[-48   0   0   0   0   0   0  -1 -45   0   0   0   5  -5   0   0  83 -29
   0   0 -22   0  -5   0  -5  92   0   0   0 -30]","[ 73   0  96   0 254   0   0 215  62 177   0 122 114 533   0   7 108  29
   0   0  22   0 110   0 225  90  96 256 228 110]"
25,10135994.020710457,-62256.20271715522,"[ 11   0 -45   0  47  71   0 -40  32  46   0  36  12  48   0   1 -37  22
   0   0   0   0  64   0 -75  51  69  26 -79  15]","[ 25   0  96   0 254   0   0 214  17 177   0 122 119 528   0   7 191   0
   0   0   0   0 105   0 220 182  96 256 228  80]"
26,10073737.817993302,-152128.1218902599,"[ 95   0 -27  40  40 -14  25   7  -9 -58   0  92 -99  69   0  -5 -57  54
   0   0   0   0 -77  55  70 -47 -72 -66 -95 -48]","[ 36   0  51   0 301  71   0 174  49 223   0 158 131 576   0   8 154  22
   0   0   0   0 169   0 145 233 165 282 149  95]"
27,9921609.696103042,166588.6623967979,"[  0   0   0 -40 -88  64   0  27 -40   0  36   0   1   0   0  79   0  84
   0   0   0   0 -90 -50   0 -14   0   1 -53  99]","[131   0  24  40 341  57  25 181  40 165   0 250  32 645   0   3  97  76
   0   0   0   0  92  55 215 186  93 216  54  47]"
28,10088198.35849984,16324.953027032316,"[-65   0 -24   0  25   3 -25  88   0  28 -36 -77  40  -1  13 -82  68 -32
  46  12   0  78  -2  61  56 -13  -4 -24  10  74]","[131   0  24   0 253 121  25 208   0 165  36 250  33 645   0  82  97 160
   0   0   0   0   2   5 215 172  93 217   1 146]"
29,10104523.311526872,21537.99138133973,"[ 94   0   0   0 -96 -70  24 -52  56  24   0  63 -70  65  75   0  45 -55
  39 -12   0 -78   0 -22   5  22 -43 -93 -11 -92]","[ 66   0   0   0 278 124   0 296   0 193   0 173  73 644  13   0 165 128
  46  12   0  78   0  66 271 159  89 193  11 220]"
30,10126061.302908212,-253709.5908276979,"[-53   0   0  48 -33   9  97  -1 -56 -82   0  21  75 -71  43  17 -72 -59
  47  71  15  72   1 -44  27  37 -29  56   0  25]","[160   0   0   0 182  54  24 244  56 217   0 236   3 709  88   0 210  73
  85   0   0   0   0  44 276 181  46 100   0 128]"
31,9872351.712080514,89419.6573978886,"[-23   0  93  -2 -56   0   0   4   0   0   0   0 -65 -87   0  29 -48   0
 -48   0 -12   0  -1   0   0 -40   0   6   0   0]","[107   0   0  48 149  63 121 243   0 135   0 257  78 638 131  17 138  14
 132  71  15  72   1   0 303 218  17 156   0 153]"
32,9961771.369478403,-299476.4756785426,"[-44  94 -80 -46  76 -38 -77 -83   0 -65   0  54  75  -5  -4 -31   2 -14
   0  79  -3  52  53  51 -38  93  81 -80  26  56]","[ 84   0  93  46  93  63 121 247   0 135   0 257  13 551 131  46  90  14
  84  71   3  72   0   0 303 178  17 162   0 153]"
33,9662294.89379986,-426097.9124235995,"[  3 -15 -13   0   0  87  29   1   0 -70   0  -6 -22  86 -50   0 -54   0
   0 -39   0  75 -53  78   0 -51  93 -20 -26  74]","[ 40  94  13   0 169  25  44 164   0  70   0 311  88 546 127  15  92   0
  84 150   0 124  53  51 265 271  98  82  26 209]"
34,9236196.98137626,-97708.9441663064,"[ 47  89  66   0 -28   4  -7 -36   0   0   0 -66  88 -55  71  29  55   0
 -53 -23  64 -34   0 -40 -49  27 -97  -7   0  -8]","[ 43  79   0   0 169 112  73 165   0   0   0 305  66 632  77  15  38   0
  84 111   0 199   0 129 265 220 191  62   0 283]"
