,account_value,reward,actions,n_shares
0,19174375.79581575,-140576.5972739868,"[  0 100   0   0 100   0  11 100   0   0   0   0   0   0 100   0   0   0
   0   0   0   0 -30   0  53   0 100 100 -67   0]","[  0   1   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
   0   0   0   0  30   0  15   0   0 546 491   0]"
1,19033799.198541764,-8067.315296813846,"[   0 -100    0    0 -100  100    0 -100    0  100    0  100  100    2
 -100    0    0  100  100    0  100  100    0  100    0  100 -100 -100
  -34  100]","[  0 101   0   0 100   0  11 100   0   0   0   0   0   0 101   0   0   0
   0   0   0   0   0   0  68   0 100 646 424   0]"
2,19025731.88324495,405161.8488728665,"[ 100  100    0  100  100 -100  -11  100   58 -100    0 -100   37   -2
  100    0    0 -100 -100   15 -100 -100    0 -100  100 -100  100  100
 -100 -100]","[  0   1   0   0   0 100  11   0   0 100   0 100 100   2   1   0   0 100
 100   0 100 100   0 100  68 100   0 546 390 100]"
3,19430893.732117817,-9450.053327821195,"[-100 -100    0    0  -94    0    0 -100    0    3   64    0  -94    0
 -100    0    0  100  100    0  100  100    0    0    0  100 -100 -100
    0  100]","[100 101   0 100 100   0   0 100  58   0   0   0 137   0 101   0   0   0
   0  15   0   0   0   0 168   0 100 646 290   0]"
4,19421443.678789996,151610.92445398122,"[  62  100    0 -100  100    0   73  100   83   -3  -64    0   -3    0
  100    0    0 -100 -100  -15 -100 -100    0    0  -66 -100  100  100
 -100 -100]","[  0   1   0 100   6   0   0   0  58   3  64   0  43   0   1   0   0 100
 100  15 100 100   0   0 168 100   0 546 290 100]"
5,19573054.603243977,23174.703162718564,"[   0 -100  100    0 -100  100  -61 -100  -88  100   53    0    2    1
 -100    2    0  100  100    0    0  100    0  100 -100  100  -88 -100
  100  100]","[ 62 101   0   0 106   0  73 100 141   0   0   0  40   0 101   0   0   0
   0   0   0   0   0   0 102   0 100 646 190   0]"
6,19596229.306406695,448623.1425432153,"[ 100  100  -83    0  100 -100  -10  100  -53 -100  -53    0   59   -1
  100   -2    0  -83 -100   41    0 -100    0 -100  100 -100  100  100
   89 -100]","[ 62   1 100   0   6 100  12   0  53 100  53   0  42   1   1   2   0 100
 100   0   0 100   0 100   2 100  12 546 290 100]"
7,20044852.44894991,181485.47944641113,"[-100  100  -17   31   41    0   -2  100    0   78    0    0   90    0
   28  100    0  -17    0   37    0    0    0    0 -100    0  100  100
 -100   33]","[162 101  17   0 106   0   2 100   0   0   0   0 101   0 101   0   0  17
   0  41   0   0   0   0 102   0 112 646 379   0]"
8,20226337.92839632,-91185.27792803943,"[   0 -100    0    0  -96    0    0 -100    0    0    0    0  -95    0
 -100    0    0    0    1   98    0    0    0    0    0  100 -100 -100
  -53  100]","[ 62 201   0  31 147   0   0 200   0  78   0   0 191   0 129 100   0   0
   0  78   0   0   0   0   2   0 212 746 279  33]"
9,20135152.650468282,-99100.9155646339,"[ 100  100    0  -12  100    0    0  100   83  -78    0    0   75    0
  100 -100    0    0   -1   15    0    0    0    0  100 -100  100  100
    0 -100]","[ 62 101   0  31  51   0   0 100   0  78   0   0  96   0  29 100   0   0
   1 176   0   0   0   0   2 100 112 646 226 133]"
